Pop_ID,Population,Code,seed_zone,treatment,use,block,ID,tag,plant_date,flower_date,death_date,days_until_flower,days_until_mortality ,length_cm_20220323,length_cm_20220608,survival_20220518,survival_20220608,survival_20220608_ex_replacements,notes_20220608,replaced_YorN,Replacement,Notes,length_cm_20220719,survival_20220719,Notes 20220719,flower_Y_N_20220823,phenology_20220823,flower_Y_N_20220909,phenology_20220909,survival_20220909,length_cm_20220915,flower_Y_N_20220915,phenology_20220915,survival_20220915,notes_20220915,flowering_Y_N_20221108,phenology_20221108,survival_20221108,TissueCollected
CO5,ERNA-CO932-389-ROUTT-19,ERNA-CO932-389-ROUTT-19_29,5 - 10 Deg. F. / 3 - 6 ,dry,field,9,957,,4/20/22,,,,,12.8,16.5,1,1,1,,,,,29.3,1,,0,2,0,2,1,52.6,0,2,,,0,2,1,
CO5,ERNA-CO932-389-ROUTT-19,ERNA-CO932-389-ROUTT-19_39,5 - 10 Deg. F. / 3 - 6 ,dry,field,9,958,,4/20/22,,,,,16.7,19.8,1,1,1,,,,,33.4,1,,0,2,0,2,1,61,0,2,,,0,2,1,
CO5,ERNA-CO932-389-ROUTT-19,ERNA-CO932-389-ROUTT-19_19,5 - 10 Deg. F. / 3 - 6 ,dry,field,9,967,,4/20/22,,7/19/22,,90,12.5,14.2,1,1,1,,,,,,0,,,,,,0,,,,0,,,,0,
CO5,ERNA-CO932-389-ROUTT-19,ERNA-CO932-389-ROUTT-19_59,5 - 10 Deg. F. / 3 - 6 ,dry,field,9,1010,,4/20/22,,,,,14.5,17.1,1,1,1,,,,,19.1,1,,0,2,0,2,1,47.1,0,2,,,0,2,1,
CO5,ERNA-CO932-389-ROUTT-19,ERNA-CO932-389-ROUTT-19_50,5 - 10 Deg. F. / 3 - 6 ,wet,field,10,1018,,4/20/22,,7/19/22,,90,13,9.5,1,1,1,,,,,,0,,,,,,0,,,,0,,,,0,
CO5,ERNA-CO932-389-ROUTT-19,ERNA-CO932-389-ROUTT-19_20,5 - 10 Deg. F. / 3 - 6 ,wet,field,10,1027,,4/20/22,,,,,16.2,11.8,1,1,1,,,,,15.8,1,,0,2,0,2,1,45.6,0,2,,,0,2,1,
CO5,ERNA-CO932-389-ROUTT-19,ERNA-CO932-389-ROUTT-19_40,5 - 10 Deg. F. / 3 - 6 ,wet,field,10,1030,,4/20/22,9/15/22,,148,,13.5,10.2,1,1,1,,,,,17.2,1,,0,2,0,2,1,46.7,1,3,,,1,3,1,
CO5,ERNA-CO932-389-ROUTT-19,ERNA-CO932-389-ROUTT-19_10,5 - 10 Deg. F. / 3 - 6 ,wet,field,10,1061,,4/20/22,,,,,14.5,16.4,1,1,1,,,,,21.8,1,,0,2,0,2,1,45.6,0,2,,,0,2,1,
CO5,ERNA-CO932-389-ROUTT-19,ERNA-CO932-389-ROUTT-19_30,5 - 10 Deg. F. / 3 - 6 ,wet,field,10,1102,,4/20/22,9/9/22,,142,,11.2,11.7,1,1,1,,,,,26.4,1,,0,2,1,3,1,47.9,1,3,,,1,5,1,
CO5,ERNA-CO932-389-ROUTT-19,ERNA-CO932-389-ROUTT-19_60,5 - 10 Deg. F. / 3 - 6 ,wet,field,10,1121,,4/20/22,9/9/22,,142,,13,14.5,1,1,1,,,,,23.3,1,,0,2,1,3,1,51.8,1,3,,,1,6,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_63,10 - 15 Deg. F. / 3 - 6 ,dry,field,1,6,,4/20/22,,,,,9.3,7.6,0,1,,,Y,ERNA-CO932-390-MONTROSE-20_63,,25.7,1,,0,2,0,2,1,47.4,0,2,,,0,2,1,Y
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_01,10 - 15 Deg. F. / 3 - 6 ,dry,field,1,15,4,4/20/22,9/9/22,,142,,11,13.6,1,1,1,,,,,31.8,1,,0,2,1,3,1,53,1,3,,,1,3,1,Y
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_21,10 - 15 Deg. F. / 3 - 6 ,dry,field,1,36,,4/20/22,,,,,9.3,11.5,1,1,1,,,,,26.8,1,,0,2,0,2,1,53.4,0,2,,,0,2,1,Y
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_41,10 - 15 Deg. F. / 3 - 6 ,dry,field,1,67,,4/20/22,9/9/22,,142,,9.9,11.6,1,1,1,,,,,29,1,,0,2,1,3,1,55.8,1,3,,,1,5,1,Y
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_11,10 - 15 Deg. F. / 3 - 6 ,dry,field,1,85,13,4/20/22,11/8/22,,202,,8,14.7,1,1,1,,,,,34,1,,0,2,0,2,1,59.1,0,2,,,1,3,1,Y
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_31,10 - 15 Deg. F. / 3 - 6 ,dry,field,1,86,,4/20/22,,,,,9.8,10.2,1,1,1,,,,,31.4,1,,0,2,0,2,1,51.6,0,2,,,0,2,1,Y
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_12,10 - 15 Deg. F. / 3 - 6 ,wet,field,2,140,20,4/20/22,,,,,8.5,10.3,1,1,1,,,,,28.3,1,,0,2,0,2,1,54,0,2,,,0,2,1,Y
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_52,10 - 15 Deg. F. / 3 - 6 ,wet,field,2,148,,4/20/22,,9/9/22,,142,8,11.5,1,1,1,,,,,19.5,1,,0,2,,,0,,,,0,,,,0,N
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_42,10 - 15 Deg. F. / 3 - 6 ,wet,field,2,159,,4/20/22,9/9/22,,142,,12.4,15.8,1,1,1,,,,,29.2,1,,0,2,1,3,1,46.5,1,3,,,1,3,1,Y
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_22,10 - 15 Deg. F. / 3 - 6 ,wet,field,2,167,,4/20/22,,,,,8.8,9.4,1,1,1,,,,,32.9,1,,0,2,0,2,1,57.8,0,2,,,0,2,1,Y
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_32,10 - 15 Deg. F. / 3 - 6 ,wet,field,2,182,,4/20/22,,7/19/22,,90,10.1,9.7,1,1,1,,,,,,0,,,,,,0,,,,0,,,,0,N
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_02,10 - 15 Deg. F. / 3 - 6 ,wet,field,2,190,25,4/20/22,,6/8/22,,49,1.1,,1,0,0,,,,,,0,,,,,,0,,,,0,,,,0,N
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_33,10 - 15 Deg. F. / 3 - 6 ,dry,field,3,227,29,4/20/22,,,,,11.2,12.5,1,1,1,,,,,29.5,1,,0,2,0,2,1,62.2,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_23,10 - 15 Deg. F. / 3 - 6 ,dry,field,3,237,,4/20/22,,,,,6.9,7.7,1,1,1,,,,,27,1,,0,2,0,2,1,46.3,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_13,10 - 15 Deg. F. / 3 - 6 ,dry,field,3,257,29,4/20/22,,,,,8.5,8.2,1,1,1,,,,,16.5,1,,0,2,0,2,1,45.1,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_53,10 - 15 Deg. F. / 3 - 6 ,dry,field,3,276,33,4/20/22,9/9/22,,142,,9.7,13,1,1,1,,,,,32.2,1,,0,2,1,3,1,68.2,1,3,,,1,3,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_03,10 - 15 Deg. F. / 3 - 6 ,dry,field,3,309,,4/20/22,9/9/22,,142,,9.9,9.9,1,1,1,,,,,26.3,1,,0,2,1,3,1,50.4,1,3,,,1,3,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_43,10 - 15 Deg. F. / 3 - 6 ,dry,field,3,329,,4/20/22,,,,,7.9,7.1,1,1,1,,,,,10.8,1,,0,2,0,2,1,41.7,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_44,10 - 15 Deg. F. / 3 - 6 ,wet,field,4,344,,4/20/22,,,,,8.4,10.9,1,1,1,,,,,13.2,1,,0,2,0,2,1,28.5,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_34,10 - 15 Deg. F. / 3 - 6 ,wet,field,4,348,,4/20/22,11/8/22,,202,,11.5,16.2,1,1,1,,,,,36.5,1,,0,2,0,2,1,63,0,2,,,1,3,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_04,10 - 15 Deg. F. / 3 - 6 ,wet,field,4,377,,4/20/22,,,,,5.6,15.1,1,1,1,,,,,29.3,1,,0,2,0,2,1,55.5,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_14,10 - 15 Deg. F. / 3 - 6 ,wet,field,4,409,,4/20/22,,,,,12.6,20.7,1,1,1,,,,,30.9,1,,0,2,0,2,1,57.5,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_24,10 - 15 Deg. F. / 3 - 6 ,wet,field,4,434,,4/20/22,,,,,11.1,10.4,1,1,1,,,,,14.2,1,,0,2,0,2,1,46.4,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_54,10 - 15 Deg. F. / 3 - 6 ,wet,field,4,443,,4/20/22,,,,,14.2,12.5,1,1,1,,,,,32.3,1,,0,2,0,2,1,54.7,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_55,10 - 15 Deg. F. / 3 - 6 ,dry,field,5,459,,4/20/22,,,,,8.3,8.3,1,1,1,,,,,21.4,1,,0,2,0,2,1,55.8,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_62,10 - 15 Deg. F. / 3 - 6 ,dry,field,5,477,62,4/20/22,,,,,9.6,,0,0,NA,,Y,ERNA-CO932-390-MONTROSE-20_62,,18.9,1,,0,2,0,2,1,39.1,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_35,10 - 15 Deg. F. / 3 - 6 ,dry,field,5,482,63,4/20/22,,,,,14.1,13.8,1,1,1,,,,,29.2,1,,0,2,0,2,1,59.6,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_15,10 - 15 Deg. F. / 3 - 6 ,dry,field,5,496,,4/20/22,11/8/22,,202,,8.9,11.9,1,1,1,,,,,30.6,1,,0,2,0,2,1,55.7,0,2,,,1,3,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_05,10 - 15 Deg. F. / 3 - 6 ,dry,field,5,513,64,4/20/22,,,,,11.5,11.9,1,1,1,,,,,31.1,1,,0,2,0,2,1,64.3,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_25,10 - 15 Deg. F. / 3 - 6 ,dry,field,5,548,,4/20/22,,,,,10.1,13.9,1,1,1,,,,,26.7,1,,0,2,0,2,1,52.5,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_26,10 - 15 Deg. F. / 3 - 6 ,wet,field,6,584,,4/20/22,,,,,9.6,11.9,1,1,1,,,,,23.6,1,,0,2,0,2,1,43.2,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_46,10 - 15 Deg. F. / 3 - 6 ,wet,field,6,599,,4/20/22,,,,,8.5,12.3,1,1,1,,,,,23.4,1,,0,2,0,2,1,60.7,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_36,10 - 15 Deg. F. / 3 - 6 ,wet,field,6,627,77,4/20/22,,,,,11.4,14,1,1,1,,,,,35.3,1,,0,2,0,2,1,67.8,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_16,10 - 15 Deg. F. / 3 - 6 ,wet,field,6,656,,4/20/22,,,,,5.8,8.2,1,1,1,,,,,22.3,1,,0,2,0,2,1,25.9,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_56,10 - 15 Deg. F. / 3 - 6 ,wet,field,6,671,,4/20/22,,,,,9.2,11.4,1,1,1,,,,,21.8,1,,0,2,0,2,1,41.6,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_06,10 - 15 Deg. F. / 3 - 6 ,wet,field,6,677,82,4/20/22,11/8/22,,202,,9.3,14.9,1,1,1,,,,,31.4,1,,0,2,0,2,1,61.5,0,2,,,1,3,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_57,10 - 15 Deg. F. / 3 - 6 ,dry,field,7,691,,4/20/22,,9/9/22,,142,9.2,11,1,1,1,,,,,10.6,1,,0,2,,,0,,,,0,,,,0,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_17,10 - 15 Deg. F. / 3 - 6 ,dry,field,7,696,,4/20/22,11/8/22,,202,,11,14,1,1,1,,,,,27.9,1,,0,2,0,2,1,59.4,0,2,,,1,3,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_47,10 - 15 Deg. F. / 3 - 6 ,dry,field,7,698,89,4/20/22,,,,,12.4,13,1,1,1,,,,,25.4,1,,0,2,0,2,1,62.3,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_69,10 - 15 Deg. F. / 3 - 6 ,dry,field,7,716,,4/20/22,,7/19/22,,90,9.2,,0,0,NA,,Y,ERNA-CO932-390-MONTROSE-20_69,,,0,,,,,,0,,,,0,,,,0,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_07,10 - 15 Deg. F. / 3 - 6 ,dry,field,7,738,91,4/20/22,,6/8/22,,49,3.7,,1,0,0,,,,,,0,,,,,,0,,,,0,,,,0,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_27,10 - 15 Deg. F. / 3 - 6 ,dry,field,7,768,98,4/20/22,,7/19/22,,90,12.3,15.7,1,1,1,,,,,,0,,,,,,0,,,,0,,,,0,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_18,10 - 15 Deg. F. / 3 - 6 ,wet,field,8,804,,4/20/22,,,,,10.4,13,1,1,1,,,,,25.1,1,,0,2,0,2,1,55.6,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_48,10 - 15 Deg. F. / 3 - 6 ,wet,field,8,814,,4/20/22,,,,,10.3,12.6,1,1,1,,,,,27.2,1,,0,2,0,2,1,58.2,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_08,10 - 15 Deg. F. / 3 - 6 ,wet,field,8,829,,4/20/22,,,,,12.2,13.9,1,1,1,,,,,26.7,1,,0,2,0,2,1,63.4,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_58,10 - 15 Deg. F. / 3 - 6 ,wet,field,8,878,,4/20/22,9/15/22,,148,,9.4,10.9,1,1,1,,,,,30.6,1,,0,2,0,2,1,63.9,1,3,,,1,5,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_38,10 - 15 Deg. F. / 3 - 6 ,wet,field,8,886,107,4/20/22,9/9/22,,142,,11.7,14.6,1,1,1,,,,,28.4,1,,0,2,1,3,1,54.4,1,3,,,1,5,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_28,10 - 15 Deg. F. / 3 - 6 ,wet,field,8,890,,4/20/22,9/15/22,,148,,9.9,13.8,1,1,1,,,,,28.4,1,,0,2,0,2,1,61,1,3,,,1,3,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_59,10 - 15 Deg. F. / 3 - 6 ,dry,field,9,908,,4/20/22,,7/19/22,,90,8,6.8,1,1,1,,,,,,0,,,,,,0,,,,0,,,,0,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_29,10 - 15 Deg. F. / 3 - 6 ,dry,field,9,910,,4/20/22,,,,,8.7,11.2,1,1,1,,,,,25.1,1,,0,2,0,2,1,47.9,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_19,10 - 15 Deg. F. / 3 - 6 ,dry,field,9,931,119,4/20/22,,,,,8.9,12.2,1,1,1,,,,,24.3,1,,0,2,0,2,1,31.5,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_49,10 - 15 Deg. F. / 3 - 6 ,dry,field,9,933,,4/20/22,9/9/22,,142,,14.5,11.1,1,1,1,,,,,36.3,1,,0,2,1,3,1,65.4,1,3,,,1,3,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_09,10 - 15 Deg. F. / 3 - 6 ,dry,field,9,987,,4/20/22,,,,,9.8,12.1,1,1,1,,,,,28.9,1,,0,2,0,2,1,50.6,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_39,10 - 15 Deg. F. / 3 - 6 ,dry,field,9,1000,,4/20/22,,,,,9,6.8,1,1,1,,,,,22.1,1,,0,2,0,2,1,50,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_20,10 - 15 Deg. F. / 3 - 6 ,wet,field,10,1016,,4/20/22,,,,,9.1,12.7,1,1,1,,,,,23.1,1,,0,2,0,2,1,60.3,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_50,10 - 15 Deg. F. / 3 - 6 ,wet,field,10,1048,,4/20/22,,,,,9.8,10.3,1,1,1,,,,,24.9,1,,0,2,0,2,1,60.1,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_10,10 - 15 Deg. F. / 3 - 6 ,wet,field,10,1069,132,4/20/22,,,,,6.2,10.1,1,1,1,,,,,21.5,1,,0,2,0,2,1,44.2,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_30,10 - 15 Deg. F. / 3 - 6 ,wet,field,10,1074,133,4/20/22,,6/8/22,,49,9.4,,1,0,0,,,,,,0,,,,,,0,,,,0,,,,0,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_40,10 - 15 Deg. F. / 3 - 6 ,wet,field,10,1079,135,4/20/22,,,,,12.2,15.9,1,1,1,,,,,21.6,1,,0,2,0,2,1,56.5,0,2,,,0,2,1,
CO6,ERNA-CO932-390-MONTROSE-20,ERNA-CO932-390-MONTROSE-20_60,10 - 15 Deg. F. / 3 - 6 ,wet,field,10,1106,,4/20/22,9/9/22,,142,,12,17.4,1,1,1,,,,,38.5,1,,0,2,1,3,1,67.8,1,3,,,1,5,1,
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_63,15 - 20 Deg. F. / 3 - 6 ,dry,field,1,8,,4/20/22,,,,,12.3,14.6,0,1,,,Y,ERNA-CO932-393-MESA-20_63,,29.1,1,,0,2,0,2,1,53.3,0,2,,,0,2,1,Y
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_01,15 - 20 Deg. F. / 3 - 6 ,dry,field,1,52,,4/20/22,,,,,6.8,5.4,1,1,1,,,,,34.3,1,,0,2,0,2,1,62.2,0,2,,,0,2,1,Y
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_31,15 - 20 Deg. F. / 3 - 6 ,dry,field,1,54,,4/20/22,,,,,6,8.5,1,1,1,,,,,29.2,1,,0,2,0,2,1,58.8,0,2,,,0,2,1,Y
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_41,15 - 20 Deg. F. / 3 - 6 ,dry,field,1,60,7,4/20/22,,7/19/22,,90,12.3,13.9,1,1,1,,,,,,0,,,,,,0,,,,0,,,,0,N
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_11,15 - 20 Deg. F. / 3 - 6 ,dry,field,1,61,8,4/20/22,,,,,10.9,16.4,1,1,1,,,,,34.7,1,,0,2,0,2,1,48.5,0,2,,,0,2,1,Y
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_21,15 - 20 Deg. F. / 3 - 6 ,dry,field,1,109,,4/20/22,,,,,8.3,9.7,1,1,1,,,,,31.4,1,,0,2,0,2,1,61.5,0,2,,,0,2,1,Y
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_02,15 - 20 Deg. F. / 3 - 6 ,wet,field,2,119,,4/20/22,9/9/22,,142,,12.5,13.8,1,1,1,,,,,31.2,1,,0,2,1,3,1,60.1,1,3,,,1,6,1,Y
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_32,15 - 20 Deg. F. / 3 - 6 ,wet,field,2,133,,4/20/22,9/9/22,,142,,13.2,16.6,1,1,1,,,,,33.7,1,,0,2,1,3,1,56.9,1,3,,,1,5,1,Y
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_64,15 - 20 Deg. F. / 3 - 6 ,wet,field,2,179,,4/20/22,,,,,10.6,,0,0,NA,,Y,ERNA-CO932-393-MESA-20_64,,25.6,1,,0,2,0,2,1,42,0,2,,,0,2,1,Y
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_22,15 - 20 Deg. F. / 3 - 6 ,wet,field,2,214,,4/20/22,9/9/22,,142,,4.5,3,1,1,1,,,,,20.1,1,,0,2,1,3,1,40.4,1,3,,,1,3,1,Y
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_42,15 - 20 Deg. F. / 3 - 6 ,wet,field,2,219,,4/20/22,,,,,9.1,11.1,1,1,1,,,,,28.5,1,,0,2,0,2,1,41.9,0,2,,,0,2,1,Y
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_52,15 - 20 Deg. F. / 3 - 6 ,wet,field,2,224,,4/20/22,,,,,12.5,9.9,1,1,1,,,,,29.2,1,,0,2,0,2,1,50.5,0,2,,,0,2,1,Y
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_23,15 - 20 Deg. F. / 3 - 6 ,dry,field,3,243,,4/20/22,,,,,13.2,17.9,1,1,1,,,,,41,1,,0,2,0,2,1,76.8,0,2,,,0,2,1,
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_33,15 - 20 Deg. F. / 3 - 6 ,dry,field,3,246,33,4/20/22,9/9/22,,142,,13.3,11.7,1,1,1,,,,,35.3,1,,0,2,1,3,1,65.5,1,3,,,1,5,1,
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_43,15 - 20 Deg. F. / 3 - 6 ,dry,field,3,255,,4/20/22,9/9/22,,142,,15.6,18.9,1,1,1,,,,,41.2,1,,0,2,1,3,1,62.8,1,3,,,1,5,1,
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_53,15 - 20 Deg. F. / 3 - 6 ,dry,field,3,291,37,4/20/22,,,,,10.5,11.2,1,1,1,,,,,12.7,1,,0,2,0,2,1,45.1,0,2,,,0,2,1,
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_03,15 - 20 Deg. F. / 3 - 6 ,dry,field,3,310,,4/20/22,,,,,11.9,15.5,1,1,1,,,,,34.8,1,,0,2,0,2,1,55.4,0,2,,,0,2,1,
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_13,15 - 20 Deg. F. / 3 - 6 ,dry,field,3,330,,4/20/22,11/8/22,,202,,11.5,14.2,1,1,1,,,,,21.9,1,,0,2,0,2,1,51.8,0,2,,,1,3,1,
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_44,15 - 20 Deg. F. / 3 - 6 ,wet,field,4,364,,4/20/22,9/15/22,,148,,13.8,17.3,1,1,1,,,,,42.5,1,,0,2,0,2,1,70.4,1,3,,,1,6,1,
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_14,15 - 20 Deg. F. / 3 - 6 ,wet,field,4,368,,4/20/22,9/9/22,,142,,4.5,10.3,1,1,1,,,,,42.8,1,,0,2,1,3,1,57.3,1,3,,,1,5,1,
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_24,15 - 20 Deg. F. / 3 - 6 ,wet,field,4,369,,4/20/22,9/9/22,,142,,12.6,15.2,1,1,1,,,,,35.5,1,,0,2,1,3,1,56.3,1,3,,,1,6,1,
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_54,15 - 20 Deg. F. / 3 - 6 ,wet,field,4,395,,4/20/22,9/9/22,,142,,11.4,17.1,1,1,1,,,,,38,1,,0,2,1,3,1,59.7,1,3,,,1,5,1,
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_04,15 - 20 Deg. F. / 3 - 6 ,wet,field,4,430,,4/20/22,9/9/22,,142,,12.1,21,1,1,1,,,,,46.2,1,,0,2,1,3,1,63.5,1,3,,,1,6,1,
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_34,15 - 20 Deg. F. / 3 - 6 ,wet,field,4,451,54,4/20/22,,,,,10.4,8.9,1,1,1,,,,,29,1,,0,2,0,2,1,60.5,0,2,,,0,2,1,
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_55,15 - 20 Deg. F. / 3 - 6 ,dry,field,5,468,,4/20/22,9/9/22,,142,,9,8,1,1,1,,,,,29,1,,0,2,1,3,1,55.8,1,3,,,1,5,1,
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_15,15 - 20 Deg. F. / 3 - 6 ,dry,field,5,494,,4/20/22,,6/8/22,,49,2,,1,0,0,,,,,,0,,,,,,0,,,,0,,,,0,
CO7,ERNA-CO932-393-MESA-20,ERNA-CO932-393-MESA-20_05,15 - 20 Deg. F. / 3 - 6 ,dry,field,5,507,62,4/20/22,,,,,11.7,18.9,1,1,1,,,,,38,1,,0,2,0,2,1,64.4,0,2,,,0,2,1,
