Pop_code,Population,Treatment,Block,Code,seed_zone,ID,plant_date,death_date,flower_date,days_until_mortality,days_until_flowering,length_cm_20220531,survival_20220531,Notes,replaced_Y_N,replaced_with_20220606,length_cm 20220627,flowering_Y_N_20220627,phenology_20220627,survival_20220627,notes_20220627,flowering_Y_N_20220701,phenology_20220701,survival_20220701,notes_20220701,flowering_Y_N_20220705,phenology_20220705,num_infl_20220705,survival_20220705,notes_20220705,flowering_Y_N_20220713,phenology_20220713,num_infl_20220713,survival_20220713,notes_20220713,flowering_Y_N_20220718,phenology_20220718,num_infl_20220718,survival_20220718,notes_20220718,flowering_Y_N_20220725,phenology_20220725,num_infl_20220725,survival_20220725,notes_20220725,length_cm_20220801,survival_20220801,flowering_Y_N_20220801,phenology_20220801,num_inf_20220801,notes_20220801,flowering_Y_N_20220809,phenology_20220809,survival_20220809,flowering_Y_N_20220818,phenology_20220818,survival_20220818,notes,flowering_Y_N_20220829,phenology_20220829,survival_20220829,notes _20220829,bagged_20220829,flowering_Y_N_20220915,phenology_20220915,survival_20220915,num_inf_20220927,flowering_Y_N_20220927,phenology_20220927,survival_20220927,notes _20220927,Bagged,NumInf_coll_20220927,NumInf_coll_20221014,NumInf_coll_20221108
AZ5,BOGR-AZ930-303-10,wet,6,BOGR-AZ930-303-10_23,20 - 25 Deg. F. / 3 - 6,291,5/12/22,,7/25/22,,74,4.5,1,,,,15,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,1,3,1,1,,29.2,1,1,3,3,,1,3,1,1,3,1,,1,3,1,,,1,3,1,79,1,3,1,,,,,
AZ5,BOGR-AZ930-303-10,wet,6,BOGR-AZ930-303-10_33,20 - 25 Deg. F. / 3 - 6,306,5/12/22,,7/18/22,,67,6.5,1,,,,20,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,2 buds,1,3,6,1,,1,3,31,1,,33.2,1,1,3,45,,1,3,1,1,3,1,,1,5,1,,,1,5,1,265,1,6,1,,,,,
AZ5,BOGR-AZ930-303-10,wet,6,BOGR-AZ930-303-10_43,20 - 25 Deg. F. / 3 - 6,319,5/12/22,,7/18/22,,67,5.2,1,,,,18,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,1 bud,1,3,3,1,,1,3,11,1,,41.2,1,1,3,19,,1,3,1,1,3,1,,1,3,1,,,1,3,1,,1,5,1,,y,,,
AZ5,BOGR-AZ930-303-10,wet,6,BOGR-AZ930-303-10_44,20 - 25 Deg. F. / 3 - 6,358,5/12/22,,,,,4.7,1,,,,4,0,2,1,drying out,0,2,1,,0,2,,1,,0,2,,1,dying?,0,2,,1,,0,2,,1,,5,1,0,2,,,0,2,1,0,2,1,,0,2,1,,,0,2,1,,0,2,1,,,,,
AZ5,BOGR-AZ930-303-10,wet,6,BOGR-AZ930-303-10_54,20 - 25 Deg. F. / 3 - 6,387,5/12/22,,9/15/22,,126,6.5,1,,,,7,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,8.5,1,0,2,,,0,2,1,0,2,1,,0,2,1,,,1,3,1,2,1,5,1,,,,,
AZ5,BOGR-AZ930-303-10,wet,6,BOGR-AZ930-303-10_24,20 - 25 Deg. F. / 3 - 6,436,5/12/22,,7/18/22,,67,10.5,1,,,,12.1,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,2 buds,1,3,3,1,,1,3,5,1,,26.2,1,1,3,5,,1,3,1,1,3,1,,1,3,1,,,1,3,1,100,1,3,1,,,,,
AZ5,BOGR-AZ930-303-10,dry ,7,BOGR-AZ930-303-10_34,20 - 25 Deg. F. / 3 - 6,452,5/12/22,,7/25/22,,74,7.4,1,,,,16.4,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,1,3,1,1,,25,1,0,2,,,0,2,1,1,3,1,,1,3,1,,,1,3,1,40,1,3,1,,,,,
AZ5,BOGR-AZ930-303-10,dry ,7,BOGR-AZ930-303-10_45,20 - 25 Deg. F. / 3 - 6,457,5/12/22,,8/29/22,,109,6.9,1,,,,8.3,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,15.2,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,3,1,3,1,,,,,
AZ5,BOGR-AZ930-303-10,dry ,7,BOGR-AZ930-303-10_35,20 - 25 Deg. F. / 3 - 6,463,5/12/22,,7/18/22,,67,5.4,1,,,,10.6,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,2 buds,1,3,2,1,,1,3,4,1,,28.1,1,1,3,7,,1,3,1,1,3,1,,1,3,1,,,1,3,1,74,1,5,1,,,,,
AZ5,BOGR-AZ930-303-10,dry ,7,BOGR-AZ930-303-10_25,20 - 25 Deg. F. / 3 - 6,552,5/12/22,,7/13/22,,62,4.5,1,,,,16.5,0,2,1,,0,2,1,,0,2,,1,,1,3,4,1,2 buds,1,3,10,1,,1,3,13,1,,33.8,1,1,5,19,,1,3,1,1,3,1,,1,5,1,,,1,5,1,136,1,5,1,,,,,
AZ5,BOGR-AZ930-303-10,dry ,7,BOGR-AZ930-303-10_46,20 - 25 Deg. F. / 3 - 6,654,5/12/22,,7/18/22,,67,6.5,1,,,,11.9,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,4 buds,1,3,10,1,,1,3,20,1,,23.8,1,1,3,31,,1,3,1,1,3,1,,1,5,1,,,1,5,1,162,1,5,1,,,,,
AZ5,BOGR-AZ930-303-10,dry ,7,BOGR-AZ930-303-10_26,20 - 25 Deg. F. / 3 - 6,668,5/12/22,,8/18/22,,98,9.3,1,,,,9,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,21.3,1,0,2,,,0,2,1,1,3,1,,1,3,1,,,1,3,1,45,1,3,1,,,,,
AZ5,BOGR-AZ930-303-10,wet,8,BOGR-AZ930-303-10_36,20 - 25 Deg. F. / 3 - 6,671,5/12/22,,8/1/22,,81,4.6,1,,,,12.1,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,21.6,1,1,3,1,,1,3,1,1,3,1,,1,3,1,,,1,3,1,113,1,3,1,,,,,
AZ5,BOGR-AZ930-303-10,wet,8,BOGR-AZ930-303-10_47,20 - 25 Deg. F. / 3 - 6,725,5/12/22,,8/18/22,,98,18.5,1,,,,13.3,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,20.8,1,0,2,,,0,2,1,1,3,1,,0,2,1,incorrect 8-18 ?,,1,3,1,,1,3,1,,,,,
AZ5,BOGR-AZ930-303-10,wet,8,BOGR-AZ930-303-10_27,20 - 25 Deg. F. / 3 - 6,734,5/12/22,,,,,10.9,1,,,,7,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,6.9,1,0,2,,,0,2,1,0,2,1,,0,2,1,,,0,2,1,,0,2,1,,,,,
AZ5,BOGR-AZ930-303-10,wet,8,BOGR-AZ930-303-10_17,20 - 25 Deg. F. / 3 - 6,759,5/12/22,,8/1/22,,81,10.4,1,,,,16.6,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,bud,27.3,1,1,3,5,,1,3,1,1,3,1,,1,5,1,,,1,6,1,,1,6,1,,,,,
AZ5,BOGR-AZ930-303-10,wet,8,BOGR-AZ930-303-10_37,20 - 25 Deg. F. / 3 - 6,773,5/12/22,,7/1/22,,50,8.5,1,,,,11.7,0,2,1,,1,3,1,,1,3,1,1,,1,3,1,1,1 bud,1,3,9,1,,1,3,8,1,,29.6,1,1,5,30,,1,6,1,1,5,1,,1,5,1,,,1,5,1,,1,5,1,,,,,
AZ5,BOGR-AZ930-303-10,wet,8,BOGR-AZ930-303-10_48,20 - 25 Deg. F. / 3 - 6,804,5/12/22,,8/1/22,,81,13.4,1,,,,18.4,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,buds,27.7,1,1,3,8,,1,3,1,1,3,1,,1,3,1,,,1,3,1,,1,5,1,,,,,
AZ5,BOGR-AZ930-303-10,dry ,9,BOGR-AZ930-303-10_18,20 - 25 Deg. F. / 3 - 6,847,5/12/22,6/27/22,,46,,5.2,1,,,,19.8,1,3,1,,1,3,1,,1,3,1,1,,1,3,1,1,2 buds,1,3,5,1,,1,3,9,1,"fleshy, plumping up",32.3,1,1,5,13,,1,6,1,1,6,1,,1,6,1,,,1,6,1,,1,6,1,,,,,
AZ5,BOGR-AZ930-303-10,dry ,9,BOGR-AZ930-303-10_38,20 - 25 Deg. F. / 3 - 6,877,5/12/22,,8/1/22,,81,9.9,1,,,,9.5,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,29.2,1,1,3,1,,1,3,1,1,3,1,,1,3,1,,,1,5,1,,1,6,1,,,,,
AZ5,BOGR-AZ930-303-10,dry ,9,BOGR-AZ930-303-10_28,20 - 25 Deg. F. / 3 - 6,880,5/12/22,,7/25/22,,74,3.2,1,,,,16.7,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,1,3,1,1,,32.9,1,1,6,4,,1,3,1,1,3,1,,1,5,1,,,1,5,1,,1,5,1,,,,,
AZ5,BOGR-AZ930-303-10,dry ,9,BOGR-AZ930-303-10_19,20 - 25 Deg. F. / 3 - 6,950,5/12/22,,7/25/22,,74,6.8,1,,,,18.9,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,1,3,8,1,,36,1,1,3,17,,1,3,1,1,3,1,,1,3,1,,,1,3,1,,1,3,1,,,,,
AZ5,BOGR-AZ930-303-10,dry ,9,BOGR-AZ930-303-10_49,20 - 25 Deg. F. / 3 - 6,964,5/12/22,,7/13/22,,62,10.1,1,,,,12.8,0,2,1,,0,2,1,,0,2,,1,,1,3,1,1,,1,3,3,1,,1,3,5,1,,23.3,1,1,3,6,,1,3,1,1,3,1,,1,3,1,,,1,3,1,,1,5,1,,,,106,
AZ5,BOGR-AZ930-303-10,dry ,9,BOGR-AZ930-303-10_29,20 - 25 Deg. F. / 3 - 6,969,5/12/22,,7/25/22,,74,6.7,1,,,,13.8,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,1,3,2,1,,26.6,1,1,3,4,,1,3,1,1,3,1,,1,5,1,,,1,5,1,,1,6,1,,,,,
AZ5,BOGR-AZ930-303-10,wet,10,BOGR-AZ930-303-10_39,20 - 25 Deg. F. / 3 - 6,973,5/12/22,,7/18/22,,67,5.2,1,,,,15.3,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,2 buds,1,3,3,1,,1,3,9,1,,36.5,1,1,3,10,,1,3,1,1,3,1,,1,3,1,,,1,3,1,,1,5,1,,,,,
AZ5,BOGR-AZ930-303-10,wet,10,BOGR-AZ930-303-10_20,20 - 25 Deg. F. / 3 - 6,1074,5/12/22,,7/18/22,,67,8.8,1,,,,17.5,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,2 buds,1,3,8,1,,1,3,22,1,,42.4,1,1,3,45,,1,3,1,1,3,1,,1,6,1,,,1,6,1,,1,6,1,,,,262,
AZ5,BOGR-AZ930-303-10,wet,10,BOGR-AZ930-303-10_50,20 - 25 Deg. F. / 3 - 6,1103,5/12/22,,8/18/22,,98,4.4,1,,,,9.7,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,23.2,1,0,2,,,0,2,1,1,3,1,,1,3,1,,,1,3,1,,1,3,1,,,,,
AZ5,BOGR-AZ930-303-10,wet,10,BOGR-AZ930-303-10_40,20 - 25 Deg. F. / 3 - 6,1117,5/12/22,,7/18/22,,67,5.2,1,,,,25.9,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,8 buds,1,3,17,1,,1,3,25,1,,49.5,1,1,3,27,,1,3,1,1,6,1,,1,5,1,,y,1,5,1,,1,6,1,,y,,,325
AZ5,BOGR-AZ930-303-10,wet,10,BOGR-AZ930-303-10_30,20 - 25 Deg. F. / 3 - 6,1126,5/12/22,,8/18/22,,98,6.1,1,,,,11,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,22.6,1,0,2,,,0,2,1,1,3,1,,1,3,1,,,1,3,1,,1,3,1,,,,,
CO1,BOGR-AZ930-303-10,wet,10,BOGR-CO932-274-11_15,10 - 15 Deg. F. / 3 - 6,487,5/12/22,,7/18/22,,67,6.6,1,,,,8.7,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,3 buds,1,3,9,1,,1,3,16,1,,26.8,1,1,3,40,,1,3,1,1,3,1,,1,3,1,,,1,3,1,131,1,3,1,,,,,
CO1,BOGR-CO932-274-11,dry ,1,BOGR-CO932-274-11_05,10 - 15 Deg. F. / 3 - 6,528,5/12/22,,7/18/22,,67,3.9,1,,,,8.8,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,2 buds,1,3,4,1,,1,3,9,1,,27.5,1,1,3,17,,1,3,1,1,3,1,,1,5,1,,,1,5,1,59,1,5,1,,,,,
CO1,BOGR-CO932-274-11,dry ,1,BOGR-CO932-274-11_35,10 - 15 Deg. F. / 3 - 6,535,5/12/22,,7/18/22,,67,2.5,1,,,,11.6,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,1 bud,1,3,2,1,,1,3,5,1,,21.3,1,1,3,9,,1,3,1,1,3,1,,1,5,1,,,1,5,1,49,1,5,1,,,,,
CO1,BOGR-CO932-274-11,dry ,1,BOGR-CO932-274-11_25,10 - 15 Deg. F. / 3 - 6,542,5/12/22,,7/18/22,,67,7.5,1,,,,10.7,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,1,3,3,1,,1,3,4,1,,18.6,1,1,3,11,,1,3,1,1,3,1,,1,3,1,,,1,3,1,53,1,5,1,,,,,
CO1,BOGR-CO932-274-11,dry ,1,BOGR-CO932-274-11_45,10 - 15 Deg. F. / 3 - 6,563,5/12/22,,7/18/22,,67,4.8,1,,,,14.3,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,1,3,1,1,,1,3,4,1,,20.1,1,1,3,3,,1,3,1,1,3,1,,1,3,1,,,1,3,1,18,1,5,1,,,,,
CO1,BOGR-CO932-274-11,dry ,1,BOGR-CO932-274-11_16,10 - 15 Deg. F. / 3 - 6,589,5/12/22,,7/1/22,,50,2.5,1,,,,15.7,0,2,1,,1,3,1,"1 inf, 1 bud",1,3,3,1,1 bud,1,3,11,1,2 buds,1,3,17,1,,1,3,26,1,,30.3,1,1,3,44,,1,3,1,1,3,1,,1,6,1,,,1,6,1,76,1,6,1,,,,,
CO1,BOGR-CO932-274-11,dry ,1,BOGR-CO932-274-11_36,10 - 15 Deg. F. / 3 - 6,593,5/12/22,,8/29/22,,109,3.2,1,,,,6,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,10.6,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,1,1,5,1,,,,,
CO1,BOGR-CO932-274-11,wet,2,BOGR-CO932-274-11_26,10 - 15 Deg. F. / 3 - 6,598,5/12/22,,8/1/22,,81,3.3,1,,,,7,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,15.2,1,1,3,5,,1,3,1,1,3,1,,1,3,1,,,1,3,1,40,1,5,1,,,,,
CO1,BOGR-CO932-274-11,wet,2,BOGR-CO932-274-11_06,10 - 15 Deg. F. / 3 - 6,622,5/12/22,,7/18/22,,67,2.9,1,,,,12,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,1,3,3,1,,1,3,5,1,,22.1,1,1,6,8,,1,3,1,1,3,1,,1,5,1,,,1,5,1,48,1,6,1,,,,,
CO1,BOGR-CO932-274-11,wet,2,BOGR-CO932-274-11_46,10 - 15 Deg. F. / 3 - 6,669,5/12/22,,7/1/22,,50,4.4,1,,,,12.4,0,2,1,,1,3,1,"2 inf, 1 bud",1,3,3,1,1 bud,1,3,4,1,2 buds,1,3,14,1,,1,3,17,1,,31.7,1,1,5,25,,1,6,1,1,3,1,,1,5,1,,,1,6,1,88,1,6,1,,,,,
CO1,BOGR-CO932-274-11,wet,2,BOGR-CO932-274-11_27,10 - 15 Deg. F. / 3 - 6,744,5/12/22,,8/9/22,,89,8.1,1,,,,7,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,12.5,1,0,2,,,1,3,1,1,3,1,,1,3,1,,,1,5,1,,1,6,1,,,,,
CO1,BOGR-CO932-274-11,wet,2,BOGR-CO932-274-11_47,10 - 15 Deg. F. / 3 - 6,745,5/12/22,,7/25/22,,74,6.6,1,,,,9,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,1,3,1,1,,25.1,1,1,3,2,,1,3,1,1,3,1,,1,3,1,,,1,3,1,,1,5,1,,y,,,
CO1,BOGR-CO932-274-11,wet,2,BOGR-CO932-274-11_37,10 - 15 Deg. F. / 3 - 6,765,5/12/22,,8/1/22,,81,2.4,1,,,,5.9,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,10.9,1,1,3,1,,0,2,1,1,3,1,,1,3,1,,,1,5,1,,1,5,1,,,,,
CO1,BOGR-CO932-274-11,dry ,3,BOGR-CO932-274-11_07,10 - 15 Deg. F. / 3 - 6,767,5/12/22,,7/25/22,,74,2.5,1,,,,6.9,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,1,3,3,1,,9,1,1,3,5,,1,3,1,1,3,1,,1,3,1,,,1,5,1,,1,6,1,,,,,
CO1,BOGR-CO932-274-11,dry ,3,BOGR-CO932-274-11_17,10 - 15 Deg. F. / 3 - 6,783,5/12/22,,7/18/22,,67,3,1,,,,10.1,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,1,3,2,1,,1,3,3,1,,27.3,1,1,6,17,,1,3,1,1,3,1,,1,3,1,,,1,5,1,,1,5,1,,,,,
CO1,BOGR-CO932-274-11,dry ,3,BOGR-CO932-274-11_48,10 - 15 Deg. F. / 3 - 6,814,5/12/22,,7/13/22,,62,4.2,1,,,,14,0,2,1,,0,2,1,,0,2,,1,,1,3,1,1,1 bud,1,3,2,1,,1,3,5,1,,22.6,1,1,6,14,,1,3,1,1,3,1,,1,5,1,,,1,6,1,,1,6,1,,,,,
CO1,BOGR-CO932-274-11,dry ,3,BOGR-CO932-274-11_08,10 - 15 Deg. F. / 3 - 6,826,5/12/22,,,,,3.1,1,,,,6.1,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,6.7,1,0,2,,,0,2,1,0,2,1,,0,2,1,,,0,2,1,,0,2,1,,,,,
CO1,BOGR-CO932-274-11,dry ,3,BOGR-CO932-274-11_18,10 - 15 Deg. F. / 3 - 6,853,5/12/22,,7/25/22,,74,2.1,1,,,,6.4,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,1,3,1,1,,12.6,1,1,3,1,,1,3,1,1,3,1,,1,3,1,,,1,3,1,,1,5,1,,,,,
CO1,BOGR-CO932-274-11,dry ,3,BOGR-CO932-274-11_38,10 - 15 Deg. F. / 3 - 6,857,5/12/22,,7/25/22,,74,3,1,,,,6.8,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,1,3,2,1,,15.8,1,1,3,4,,1,3,1,1,3,1,,1,3,1,,,1,5,1,,1,5,1,,,,,
CO1,BOGR-CO932-274-11,wet,4,BOGR-CO932-274-11_28,10 - 15 Deg. F. / 3 - 6,862,5/12/22,,7/1/22,,50,5.2,1,,,,13.7,0,2,1,,1,3,1,,1,3,2,1,buds,1,3,10,1,4 buds,1,3,18,1,,1,3,38,1,,33.4,1,1,3,50,,1,3,1,1,5,1,,1,5,1,,,1,5,1,,1,6,1,,,,,
CO1,BOGR-CO932-274-11,wet,4,BOGR-CO932-274-11_19,10 - 15 Deg. F. / 3 - 6,913,5/12/22,,8/1/22,,81,2,1,,,,10.5,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,buds,20.5,1,1,3,1,,1,3,1,1,3,1,,1,3,1,,,1,3,1,,1,3,1,,,,,
CO1,BOGR-CO932-274-11,wet,4,BOGR-CO932-274-11_09,10 - 15 Deg. F. / 3 - 6,960,5/12/22,,7/5/22,,54,5.6,1,,,,12.1,0,2,1,,0,2,1,1 bud,1,3,1,1,,1,3,4,1,1 bud,1,3,7,1,,1,3,15,1,,29.2,1,1,3,13,,1,3,1,1,5,1,,1,5,1,,,1,6,1,,1,6,1,,,,51,
CO1,BOGR-CO932-274-11,wet,4,BOGR-CO932-274-11_49,10 - 15 Deg. F. / 3 - 6,961,5/12/22,,7/1/22,,50,7.1,1,,,,11.6,0,2,1,,1,3,1,,1,3,1,1,,1,3,1,1,1 bud,1,3,4,1,,1,3,8,1,,22.2,1,1,3,17,,1,3,1,1,3,1,,1,5,1,,,1,5,1,,1,6,1,,,,78,
CO1,BOGR-CO932-274-11,wet,4,BOGR-CO932-274-11_39,10 - 15 Deg. F. / 3 - 6,963,5/12/22,,7/18/22,,67,5.2,1,,,,8.1,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,3 buds,1,3,6,1,,1,3,11,1,,27.5,1,1,3,19,,1,3,1,1,5,1,,1,3,1,,,1,5,1,,1,6,1,,,,80,
CO1,BOGR-CO932-274-11,wet,4,BOGR-CO932-274-11_29,10 - 15 Deg. F. / 3 - 6,999,5/12/22,,7/13/22,,62,5.1,1,,,,14.6,0,2,1,,0,2,1,,0,2,,1,,1,3,2,1,2 buds,1,3,9,1,,1,3,8,1,,29.5,1,1,3,17,,1,3,1,1,3,1,,1,3,1,,,1,3,1,,1,5,1,,,,,
CO1,BOGR-CO932-274-11,dry ,5,BOGR-CO932-274-11_40,10 - 15 Deg. F. / 3 - 6,1047,5/12/22,,7/18/22,,67,5.4,1,,,,10,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,7 buds,1,3,7,1,,1,3,12,1,,22.8,1,1,3,29,,1,3,1,1,3,1,,1,3,1,,,1,3,1,,1,6,1,,,,63,
CO1,BOGR-CO932-274-11,dry ,5,BOGR-CO932-274-11_30,10 - 15 Deg. F. / 3 - 6,1050,5/12/22,,7/18/22,,67,4.8,1,,,,11,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,1,3,1,1,,1,3,3,1,,18.8,1,1,3,3,,1,3,1,1,3,1,,1,3,1,,,1,3,1,,1,5,1,,,,28,
CO1,BOGR-CO932-274-11,dry ,5,BOGR-CO932-274-11_50,10 - 15 Deg. F. / 3 - 6,1083,5/12/22,,7/18/22,,67,4.6,1,,,,6,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,1,3,1,1,,1,3,10,1,,29.5,1,1,3,27,,1,3,1,1,3,1,,1,3,1,,,1,3,1,,1,5,1,,,,72,
CO1,BOGR-CO932-274-11,dry ,5,BOGR-CO932-274-11_10,10 - 15 Deg. F. / 3 - 6,1116,5/12/22,,7/13/22,,62,6.1,1,,,,17.4,0,2,1,,0,2,1,,0,2,,1,,1,3,6,1,3 buds,1,3,13,1,,1,3,23,1,,32.8,1,1,3,32,,1,5,1,1,3,1,,1,6,1,,,1,6,1,,1,6,1,,,,135,
CO1,BOGR-CO932-274-11,dry ,5,BOGR-CO932-274-11_20,10 - 15 Deg. F. / 3 - 6,1122,5/12/22,,7/25/22,,74,2.7,1,,,,11.1,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,1,3,1,1,,17,1,0,2,,,1,3,1,1,3,1,,1,3,1,,,1,5,1,,1,5,1,,,,,
CO1,BOGR-CO932-274-11,dry ,5,BOGR-CO932-274-11_41,10 - 15 Deg. F. / 3 - 6,20,5/12/22,,7/13/22,,62,8.5,1,,,,12.8,0,2,1,,0,2,1,,0,2,,1,,1,3,3,1,3 buds,1,3,10,1,3 buds,1,3,20,1,,25.5,1,1,3,29,,1,3,1,1,5,1,,1,5,1,,,1,5,1,69,1,5,1,,,,,
CO1,BOGR-CO932-274-11,wet,6,BOGR-CO932-274-11_01,10 - 15 Deg. F. / 3 - 6,43,5/12/22,,8/1/22,,81,3.1,1,,,,10,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,21.3,1,1,3,1,,1,3,1,1,3,1,,1,3,1,,,1,3,1,,1,5,1,,y,,,28
CO1,BOGR-CO932-274-11,wet,6,BOGR-CO932-274-11_11,10 - 15 Deg. F. / 3 - 6,52,5/12/22,,8/29/22,,109,4.5,1,,,,10,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,14.7,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,4,1,3,1,,,,,
CO1,BOGR-CO932-274-11,wet,6,BOGR-CO932-274-11_31,10 - 15 Deg. F. / 3 - 6,83,5/12/22,,7/13/22,,62,2.6,1,,,,11.1,0,2,1,,0,2,1,,0,2,,1,,1,3,1,1,1 bud,1,3,5,1,,1,3,12,1,,28.6,1,1,3,16,,1,3,1,1,5,1,,1,5,1,,,1,5,1,68,1,5,1,,,,,
CO1,BOGR-CO932-274-11,wet,6,BOGR-CO932-274-11_21,10 - 15 Deg. F. / 3 - 6,92,5/12/22,,7/13/22,,62,9.5,1,,,,14,0,2,1,,0,2,1,,0,2,,1,,1,3,1,1,3 bud,1,3,6,1,,1,3,14,1,,15.7,1,1,3,19,,1,3,1,1,5,1,,1,6,1,,,1,6,1,40,1,6,1,,,,,
CO1,BOGR-CO932-274-11,wet,6,BOGR-CO932-274-11_51,10 - 15 Deg. F. / 3 - 6,93,5/12/22,,7/13/22,,62,8.7,1,,,,11.7,0,2,1,,0,2,1,,0,2,,1,,1,3,3,1,5 buds,1,3,10,1,,1,3,12,1,,24.8,1,1,3,12,,1,3,1,1,3,1,,1,3,1,,,1,3,1,,1,5,1,,y,,,
CO1,BOGR-CO932-274-11,wet,6,BOGR-CO932-274-11_22,10 - 15 Deg. F. / 3 - 6,137,5/12/22,,8/9/22,,89,4,1,,,,5,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,8.7,1,0,2,,,1,3,1,1,3,1,,1,3,1,,,1,3,1,,1,3,1,,y,,,
CO1,BOGR-CO932-274-11,dry ,7,BOGR-CO932-274-11_52,10 - 15 Deg. F. / 3 - 6,139,5/12/22,,7/25/22,,74,5.7,1,,,,15.4,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,1,3,1,1,,20,1,1,3,7,,1,3,1,1,5,1,,1,5,1,,,1,5,1,,1,5,1,,y,,,
CO1,BOGR-CO932-274-11,dry ,7,BOGR-CO932-274-11_32,10 - 15 Deg. F. / 3 - 6,163,5/12/22,,8/9/22,,89,6.1,1,,,,7.6,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,14.4,1,0,2,,,1,3,1,1,3,1,,1,3,1,,,1,3,1,17,1,3,1,,,,,
CO1,BOGR-CO932-274-11,dry ,7,BOGR-CO932-274-11_42,10 - 15 Deg. F. / 3 - 6,179,5/12/22,,7/1/22,,50,2.5,1,,,,12,0,2,1,,1,3,1,"1 inf, 1 bud",1,3,2,1,2 buds,1,3,3,1,2 buds,1,3,10,1,5 buds,1,5,22,1,1 inf fruit,28.9,1,1,3,39,,1,5,1,1,5,1,,1,6,1,,,1,6,1,,1,6,1,,y,,,
