Pop_code,Population,Treatment,Block,Code,seed_zone,ID,plant_date,death_date,flower_date,days_until_mortality,days_until_flowering,length_cm_20220531,survival_20220531,Notes,replaced_Y_N,replaced_with_20220606,length_cm 20220627,flowering_Y_N_20220627,phenology_20220627,survival_20220627,notes_20220627,flowering_Y_N_20220701,phenology_20220701,survival_20220701,notes_20220701,flowering_Y_N_20220705,phenology_20220705,num_infl_20220705,survival_20220705,notes_20220705,flowering_Y_N_20220713,phenology_20220713,num_infl_20220713,survival_20220713,notes_20220713,flowering_Y_N_20220718,phenology_20220718,num_infl_20220718,survival_20220718,notes_20220718,flowering_Y_N_20220725,phenology_20220725,num_infl_20220725,survival_20220725,notes_20220725,length_cm_20220801,survival_20220801,flowering_Y_N_20220801,phenology_20220801,num_inf_20220801,notes_20220801,flowering_Y_N_20220809,phenology_20220809,survival_20220809,flowering_Y_N_20220818,phenology_20220818,survival_20220818,notes,flowering_Y_N_20220829,phenology_20220829,survival_20220829,notes _20220829,bagged_20220829,flowering_Y_N_20220915,phenology_20220915,survival_20220915,num_inf_20220927,flowering_Y_N_20220927,phenology_20220927,survival_20220927,notes _20220927,Bagged,NumInf_coll_20220927,NumInf_coll_20221014,NumInf_coll_20221108
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,1,BOGR-AZ040-278-SANTACRUZ-17_51,30 - 35 Deg. F. / 6 - 12 ,6,5/12/22,,,,,6.5,1,,,,6.9,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,8.1,1,0,2,,,0,2,1,0,2,1,,0,2,1,,,0,2,1,,0,2,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,1,BOGR-AZ040-278-SANTACRUZ-17_11,30 - 35 Deg. F. / 6 - 12 ,38,5/12/22,,8/29/22,,109,4.4,1,,,,14.2,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,21.8,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,53,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,1,BOGR-AZ040-278-SANTACRUZ-17_21,30 - 35 Deg. F. / 6 - 12 ,68,5/12/22,,8/29/22,,109,13,1,,,,13.5,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,27.9,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,21,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,1,BOGR-AZ040-278-SANTACRUZ-17_31,30 - 35 Deg. F. / 6 - 12 ,99,5/12/22,,8/9/22,,89,11.2,1,,,,11.5,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,18.9,1,0,2,,,1,3,1,1,3,1,,1,3,1,,,1,3,1,51,1,3,1,,y,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,1,BOGR-AZ040-278-SANTACRUZ-17_01,30 - 35 Deg. F. / 6 - 12 ,101,5/12/22,,8/29/22,,109,7.7,1,,,,12.9,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,22.6,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,62,1,5,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,1,BOGR-AZ040-278-SANTACRUZ-17_41,30 - 35 Deg. F. / 6 - 12 ,115,5/12/22,,8/29/22,,109,11.2,1,,,,17.1,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,25.4,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,52,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,2,BOGR-AZ040-278-SANTACRUZ-17_02,30 - 35 Deg. F. / 6 - 12 ,125,5/12/22,,9/15/22,,126,8,1,,,,12,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,25,1,0,2,,,0,2,1,0,2,1,,0,2,1,,,1,3,1,22,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,2,BOGR-AZ040-278-SANTACRUZ-17_52,30 - 35 Deg. F. / 6 - 12 ,131,5/12/22,,8/1/22,,81,17.9,1,,,,16.5,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,26.3,1,1,3,1,,1,3,1,1,3,1,,1,3,1,,,1,5,1,63,1,5,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,2,BOGR-AZ040-278-SANTACRUZ-17_12,30 - 35 Deg. F. / 6 - 12 ,159,5/12/22,,8/1/22,,81,11.4,1,,,,12.1,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,23.6,1,1,3,1,,1,6,1,1,6,1,,1,6,1,,,1,6,1,,1,6,1,,y,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,2,BOGR-AZ040-278-SANTACRUZ-17_32,30 - 35 Deg. F. / 6 - 12 ,170,5/12/22,,9/15/22,,126,8.8,1,,,,10.2,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,22.9,1,0,2,,,0,2,1,0,2,1,,0,2,1,,,1,3,1,14,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,2,BOGR-AZ040-278-SANTACRUZ-17_42,30 - 35 Deg. F. / 6 - 12 ,177,5/12/22,,8/18/22,,98,5.2,1,,,,10,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,24.4,1,0,2,,,0,2,1,1,3,1,,1,3,1,,,1,3,1,86,1,5,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,2,BOGR-AZ040-278-SANTACRUZ-17_22,30 - 35 Deg. F. / 6 - 12 ,182,5/12/22,,8/29/22,,109,8.3,1,,,,13.5,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,22,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,23,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,3,BOGR-AZ040-278-SANTACRUZ-17_23,30 - 35 Deg. F. / 6 - 12 ,261,5/12/22,,8/18/22,,98,4.4,1,,,,12.5,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,23.6,1,0,2,,,0,2,1,1,3,1,,1,3,1,,,1,3,1,38,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,3,BOGR-AZ040-278-SANTACRUZ-17_43,30 - 35 Deg. F. / 6 - 12 ,263,5/12/22,,7/18/22,,67,5,1,,,,12.1,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,1 bud,1,3,1,1,,1,3,2,1,,20.4,1,1,3,3,,1,3,1,1,5,1,,1,6,1,,,1,6,1,12,1,6,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,3,BOGR-AZ040-278-SANTACRUZ-17_33,30 - 35 Deg. F. / 6 - 12 ,276,5/12/22,,8/18/22,,98,12.5,1,,,,16.7,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,23.1,1,0,2,,,0,2,1,1,3,1,,1,3,1,,,1,3,1,61,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,3,BOGR-AZ040-278-SANTACRUZ-17_53,30 - 35 Deg. F. / 6 - 12 ,292,5/12/22,,8/29/22,,109,14.1,1,,,,25.7,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,35,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,21,1,6,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,3,BOGR-AZ040-278-SANTACRUZ-17_03,30 - 35 Deg. F. / 6 - 12 ,320,5/12/22,,8/18/22,,98,13,1,,,,21.5,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,33,1,0,2,,,0,2,1,1,3,1,,1,3,1,,,1,3,1,59,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,3,BOGR-AZ040-278-SANTACRUZ-17_13,30 - 35 Deg. F. / 6 - 12 ,331,5/12/22,,8/18/22,,98,8.5,1,,,,12,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,21.4,1,0,2,,,0,2,1,1,3,1,,1,3,1,,,1,3,1,48,1,6,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,4,BOGR-AZ040-278-SANTACRUZ-17_14,30 - 35 Deg. F. / 6 - 12 ,362,5/12/22,,,,,20.6,1,flower/fruit? 6/2/22,,,9,0,2,1,not clear if droppped fruit or aborted flower,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,13.2,1,0,2,,,0,2,1,0,2,1,,0,2,1,,,0,2,1,,0,2,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,4,BOGR-AZ040-278-SANTACRUZ-17_04,30 - 35 Deg. F. / 6 - 12 ,371,5/12/22,,,,,5.6,1,,,,11.3,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,12.1,1,0,2,,,0,2,1,0,2,1,,0,2,1,,,0,2,1,,0,2,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,4,BOGR-AZ040-278-SANTACRUZ-17_34,30 - 35 Deg. F. / 6 - 12 ,393,5/12/22,,8/29/22,,109,7.4,1,,,,13,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,22.5,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,49,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,4,BOGR-AZ040-278-SANTACRUZ-17_44,30 - 35 Deg. F. / 6 - 12 ,413,5/12/22,,8/29/22,,109,5.4,1,,,,9.8,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,16.5,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,5,1,9,1,6,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,4,BOGR-AZ040-278-SANTACRUZ-17_24,30 - 35 Deg. F. / 6 - 12 ,422,5/12/22,,8/9/22,,89,12.4,1,,,,15.6,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,30.4,1,0,2,,,1,3,1,1,3,1,,1,3,1,,,1,3,1,55,1,5,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,4,BOGR-AZ040-278-SANTACRUZ-17_54,30 - 35 Deg. F. / 6 - 12 ,425,5/12/22,,9/15/22,,126,15,1,,,,10.6,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,dying?,0,2,,1,,0,2,,1,,9.3,1,0,2,,,0,2,1,0,2,1,,0,2,1,,,1,3,1,16,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,5,BOGR-AZ040-278-SANTACRUZ-17_35,30 - 35 Deg. F. / 6 - 12 ,470,5/12/22,,8/18/22,,98,17.5,1,,,,18.1,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,30.1,1,0,2,,,0,2,1,1,3,1,,1,3,1,,,1,3,1,49,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,5,BOGR-AZ040-278-SANTACRUZ-17_55,30 - 35 Deg. F. / 6 - 12 ,476,5/12/22,,8/18/22,,98,11.2,1,,,,21.5,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,23.9,1,0,2,,,0,2,1,1,3,1,,1,3,1,,,1,3,1,82,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,5,BOGR-AZ040-278-SANTACRUZ-17_05,30 - 35 Deg. F. / 6 - 12 ,500,5/12/22,,9/15/22,,126,6.4,1,,,,9.8,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,12.4,1,0,2,,,0,2,1,0,2,1,,0,2,1,,,1,3,1,4,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,5,BOGR-AZ040-278-SANTACRUZ-17_15,30 - 35 Deg. F. / 6 - 12 ,547,5/12/22,,8/1/22,,81,14.2,1,segmented stem 6/3,,,17.4,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,25.4,1,1,3,1,,0,2,1,1,3,1,,1,3,1,,,1,3,1,16,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,5,BOGR-AZ040-278-SANTACRUZ-17_25,30 - 35 Deg. F. / 6 - 12 ,556,5/12/22,,9/15/22,,126,10.3,1,,,,9.1,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,21.7,1,0,2,,,0,2,1,0,2,1,,0,2,1,,,1,3,1,14,1,5,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,5,BOGR-AZ040-278-SANTACRUZ-17_45,30 - 35 Deg. F. / 6 - 12 ,562,5/12/22,,,,,5.4,1,,,,10.2,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,9.4,1,0,2,,,0,2,1,0,2,1,,0,2,1,,,0,2,1,,0,2,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,6,BOGR-AZ040-278-SANTACRUZ-17_06,30 - 35 Deg. F. / 6 - 12 ,587,5/12/22,,9/15/22,,126,4.2,1,,,,4.9,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,21.5,1,0,2,,,0,2,1,0,2,1,,0,2,1,,,1,3,1,30,1,5,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,6,BOGR-AZ040-278-SANTACRUZ-17_56,30 - 35 Deg. F. / 6 - 12 ,601,5/12/22,,8/29/22,,109,13.5,1,,,,20.5,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,38.9,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,10,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,6,BOGR-AZ040-278-SANTACRUZ-17_36,30 - 35 Deg. F. / 6 - 12 ,612,5/12/22,,8/29/22,,109,7,1,,,,7.5,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,27.9,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,70,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,6,BOGR-AZ040-278-SANTACRUZ-17_46,30 - 35 Deg. F. / 6 - 12 ,642,5/12/22,,8/1/22,,81,14.4,1,,,,18.7,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,35.5,1,1,3,3,,1,3,1,1,3,1,,1,3,1,,,1,3,1,68,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,6,BOGR-AZ040-278-SANTACRUZ-17_16,30 - 35 Deg. F. / 6 - 12 ,644,5/12/22,,8/1/22,,81,14.6,1,,,,14.9,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,30.7,1,1,3,2,,1,3,1,1,3,1,,1,3,1,,,1,5,1,58,1,6,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,6,BOGR-AZ040-278-SANTACRUZ-17_26,30 - 35 Deg. F. / 6 - 12 ,647,5/12/22,,8/29/22,,109,9.4,1,,,,11.5,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,17.7,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,32,1,5,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,7,BOGR-AZ040-278-SANTACRUZ-17_57,30 - 35 Deg. F. / 6 - 12 ,703,5/12/22,,8/18/22,,98,6.1,1,,,,14.8,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,28.3,1,0,2,,,0,2,1,1,3,1,,1,3,1,,,1,3,1,,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,7,BOGR-AZ040-278-SANTACRUZ-17_17,30 - 35 Deg. F. / 6 - 12 ,707,5/12/22,,9/15/22,,126,3.2,1,,,,8.4,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,10,1,0,2,,,0,2,1,0,2,1,,0,2,1,,,1,3,1,,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,7,BOGR-AZ040-278-SANTACRUZ-17_27,30 - 35 Deg. F. / 6 - 12 ,752,5/12/22,,8/29/22,,109,12.5,1,,,,13.4,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,26.5,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,7,BOGR-AZ040-278-SANTACRUZ-17_37,30 - 35 Deg. F. / 6 - 12 ,779,5/12/22,,8/18/22,,98,11.4,1,,,,13,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,25.6,1,0,2,,,0,2,1,1,3,1,,1,3,1,,,1,3,1,,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,7,BOGR-AZ040-278-SANTACRUZ-17_07,30 - 35 Deg. F. / 6 - 12 ,784,5/12/22,,8/18/22,,98,8.3,1,,,,16.6,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,29.7,1,0,2,,,0,2,1,1,3,1,,1,3,1,,,1,5,1,,1,5,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,7,BOGR-AZ040-278-SANTACRUZ-17_47,30 - 35 Deg. F. / 6 - 12 ,797,5/12/22,,8/18/22,,98,10.9,1,,,,15.4,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,30.7,1,0,2,,,0,2,1,1,3,1,,1,3,1,,,1,3,1,,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,8,BOGR-AZ040-278-SANTACRUZ-17_08,30 - 35 Deg. F. / 6 - 12 ,801,5/12/22,,,,,18.3,1,,,,15.8,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,12,1,0,2,,,0,2,1,0,2,1,,0,2,1,,,0,2,1,,0,2,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,8,BOGR-AZ040-278-SANTACRUZ-17_28,30 - 35 Deg. F. / 6 - 12 ,823,5/12/22,,8/29/22,,109,13.5,1,,,,13.9,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,15.7,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,8,BOGR-AZ040-278-SANTACRUZ-17_18,30 - 35 Deg. F. / 6 - 12 ,828,5/12/22,,8/1/22,,81,17.2,1,,,,20.8,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,26.3,1,1,6,4,,1,3,1,1,3,1,,1,5,1,,,1,5,1,,1,5,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,8,BOGR-AZ040-278-SANTACRUZ-17_48,30 - 35 Deg. F. / 6 - 12 ,837,5/12/22,,,,,4.9,1,,,,4.4,0,2,1,,0,2,1,dying,0,2,,1,dying,0,2,,1,dying?,0,2,,1,,0,2,,1,,5,1,0,2,,,0,2,1,0,2,1,,0,2,1,,,0,2,1,,0,2,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,8,BOGR-AZ040-278-SANTACRUZ-17_38,30 - 35 Deg. F. / 6 - 12 ,855,5/12/22,,8/9/22,,89,12.6,1,segmented stem 6/3,,,15.8,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,20.8,1,0,2,,,1,3,1,1,3,1,,1,3,1,,,1,5,1,,1,6,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,8,BOGR-AZ040-278-SANTACRUZ-17_58,30 - 35 Deg. F. / 6 - 12 ,897,5/12/22,,8/18/22,,98,13.9,1,,,,10,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,26.6,1,0,2,,,0,2,1,1,3,1,,1,3,1,,,1,3,1,,1,5,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,9,BOGR-AZ040-278-SANTACRUZ-17_19,30 - 35 Deg. F. / 6 - 12 ,962,5/12/22,,8/29/22,,109,9,1,,,,18.8,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,29.8,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,,1,5,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,9,BOGR-AZ040-278-SANTACRUZ-17_09,30 - 35 Deg. F. / 6 - 12 ,983,5/12/22,,8/18/22,,98,10.5,1,,,,10.5,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,31.9,1,0,2,,,0,2,1,1,3,1,,1,3,1,,,1,3,1,,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,9,BOGR-AZ040-278-SANTACRUZ-17_29,30 - 35 Deg. F. / 6 - 12 ,988,5/12/22,,8/29/22,,109,7.8,1,,,,14.2,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,27.6,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,9,BOGR-AZ040-278-SANTACRUZ-17_49,30 - 35 Deg. F. / 6 - 12 ,993,5/12/22,,8/29/22,,109,11.7,1,,,,14.4,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,33.4,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,9,BOGR-AZ040-278-SANTACRUZ-17_59,30 - 35 Deg. F. / 6 - 12 ,1005,5/12/22,,7/25/22,,74,13.5,1,,,,21.7,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,1,3,2,1,,34.7,1,1,3,2,,1,3,1,1,3,1,,1,5,1,,,1,5,1,,1,5,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,dry ,9,BOGR-AZ040-278-SANTACRUZ-17_39,30 - 35 Deg. F. / 6 - 12 ,1006,5/12/22,,7/18/22,,67,9.2,1,,,,13.4,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,1,3,1,1,,1,3,2,1,,31.8,1,1,3,2,,1,3,1,1,3,1,,1,3,1,,,1,3,1,,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,10,BOGR-AZ040-278-SANTACRUZ-17_50,30 - 35 Deg. F. / 6 - 12 ,1034,5/12/22,,8/18/22,,98,5.2,1,,,,17,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,33.5,1,0,2,,,0,2,1,1,3,1,,1,3,1,,,1,3,1,,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,10,BOGR-AZ040-278-SANTACRUZ-17_60,30 - 35 Deg. F. / 6 - 12 ,1048,5/12/22,,8/29/22,,109,10,1,,,,14.4,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,28.7,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,10,BOGR-AZ040-278-SANTACRUZ-17_30,30 - 35 Deg. F. / 6 - 12 ,1071,5/12/22,,8/29/22,,109,11.1,1,,,,14.3,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,26.8,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,10,BOGR-AZ040-278-SANTACRUZ-17_10,30 - 35 Deg. F. / 6 - 12 ,1072,5/12/22,,8/18/22,,98,10.9,1,,,,14.4,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,35.1,1,0,2,,,0,2,1,1,3,1,,1,3,1,,,1,3,1,,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,10,BOGR-AZ040-278-SANTACRUZ-17_40,30 - 35 Deg. F. / 6 - 12 ,1118,5/12/22,,8/18/22,,98,9,1,,,,20.4,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,28.8,1,0,2,,,0,2,1,1,3,1,,1,3,1,,,1,3,1,,1,3,1,,,,,
AZ1,BOGR-AZ040-278-SANTACRUZ-17,wet,10,BOGR-AZ040-278-SANTACRUZ-17_20,30 - 35 Deg. F. / 6 - 12 ,1129,5/12/22,,8/1/22,,81,13.2,1,,,,14.6,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,20.5,1,1,3,1,,1,3,1,1,3,1,,1,3,1,,,1,3,1,,1,3,1,,,,,
AZ2,BOGR-AZ040-284-SANTACRUZ-17,dry ,1,BOGR-AZ040-284-SANTACRUZ-17_49,30 - 35 Deg. F. / 6 - 12 ,953,5/12/22,,7/25/22,,74,9.9,1,,,,25.7,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,1,3,1,1,,40.3,1,1,3,2,,1,3,1,1,3,1,,1,3,1,,,1,3,1,,1,5,1,,,,,
AZ2,BOGR-AZ040-284-SANTACRUZ-17,dry ,1,BOGR-AZ040-284-SANTACRUZ-17_59,30 - 35 Deg. F. / 6 - 12 ,957,5/12/22,,8/29/22,,109,9.7,1,,,,13.9,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,21.7,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,,1,3,1,,,,,
AZ2,BOGR-AZ040-284-SANTACRUZ-17,dry ,1,BOGR-AZ040-284-SANTACRUZ-17_39,30 - 35 Deg. F. / 6 - 12 ,1001,5/12/22,,8/29/22,,109,5.8,1,,,,17.1,0,2,1,,0,2,1,,0,2,,1,,0,2,,1,,0,2,,1,,0,2,,1,,30.5,1,0,2,,,0,2,1,0,2,1,,1,3,1,,,1,3,1,,1,3,1,,,,,
